date,pctChg
2013-12-13,-0.305110
2013-12-16,-1.603491
2013-12-17,-0.452689
2013-12-18,-0.129897
2013-12-19,-0.953920
2013-12-20,-2.020782
2013-12-23,0.235663
2013-12-24,0.153036
2013-12-25,0.642598
2013-12-26,-1.578789
2013-12-27,1.357960
2013-12-30,-0.177129
2013-12-31,0.879557
2014-01-02,-0.311490
2014-01-03,-1.244484
2014-01-06,-1.796666
2014-01-07,0.078605
2014-01-08,-0.145412
2014-01-09,-0.817771
2014-01-10,-0.706442
2014-01-13,-0.185467
2014-01-14,0.859792
2014-01-15,-0.172387
2014-01-16,0.017448
2014-01-17,-0.926623
2014-01-20,-0.683106
2014-01-21,0.856744
2014-01-22,2.162812
2014-01-23,-0.466381
2014-01-24,0.597990
2014-01-27,-1.026680
2014-01-28,0.256376
2014-01-29,0.559286
2014-01-30,-0.821061
2014-02-07,0.561411
2014-02-10,2.033260
2014-02-11,0.843885
2014-02-12,0.298725
2014-02-13,-0.547604
2014-02-14,0.831444
2014-02-17,0.924789
2014-02-18,-0.765618
2014-02-19,1.108415
2014-02-20,-0.176050
2014-02-21,-1.173045
2014-02-24,-1.750826
2014-02-25,-2.044943
2014-02-26,0.345835
2014-02-27,0.298835
2014-02-28,0.437052
2014-03-03,0.920736
2014-03-04,-0.181291
2014-03-05,-0.887722
2014-03-06,0.316300
2014-03-07,-0.081081
2014-03-10,-2.859361
2014-03-11,0.104651
2014-03-12,-0.173148
2014-03-13,1.072185
2014-03-14,-0.731608
2014-03-17,0.964607
2014-03-18,0.075263
2014-03-19,-0.170948
2014-03-20,-1.397563
2014-03-21,2.715856
2014-03-24,0.911304
2014-03-25,0.049944
2014-03-26,-0.176128
2014-03-27,-0.827744
2014-03-28,-0.238249
2014-03-31,-0.411714
2014-04-01,0.696104
2014-04-02,0.563043
2014-04-03,-0.742404
2014-04-04,0.740276
2014-04-08,1.916276
2014-04-09,0.331372
2014-04-10,1.380509
2014-04-11,-0.176079
2014-04-14,0.046799
2014-04-15,-1.404524
2014-04-16,0.167539
2014-04-17,-0.296280
2014-04-18,-0.054170
2014-04-21,-1.521733
2014-04-22,0.339096
2014-04-23,-0.262876
2014-04-24,-0.500591
2014-04-25,-0.997258
2014-04-28,-1.621982
2014-04-29,0.841227
2014-04-30,0.297826
2014-05-05,0.049103
2014-05-06,0.033785
2014-05-07,-0.885336
2014-05-08,0.258250
2014-05-09,-0.205383
2014-05-12,2.075250
2014-05-13,-0.104394
2014-05-14,-0.137414
2014-05-15,-1.119973
2014-05-16,0.075558
2014-05-19,-1.052110
2014-05-20,0.146422
2014-05-21,0.838199
2014-05-22,-0.181042
2014-05-23,0.657203
2014-05-26,0.339481
2014-05-27,-0.338530
2014-05-28,0.769849
2014-05-29,-0.469853
2014-05-30,-0.067771
2014-06-03,-0.044477
2014-06-04,-0.660896
2014-06-05,0.792365
2014-06-06,-0.535162
2014-06-09,0.026892
2014-06-10,1.084955
2014-06-11,0.117709
2014-06-12,-0.157430
2014-06-13,0.926163
2014-06-16,0.737321
2014-06-17,-0.924500
2014-06-18,-0.540909
2014-06-19,-1.546279
2014-06-20,0.145225
2014-06-23,-0.113929
2014-06-24,0.472545
2014-06-25,-0.414423
2014-06-26,0.650459
2014-06-27,-0.106294
2014-06-30,0.580252
2014-07-01,0.100287
2014-07-02,0.440741
2014-07-03,0.185054
2014-07-04,-0.186795
2014-07-07,0.026804
2014-07-08,0.198745
2014-07-09,-1.231040
2014-07-10,-0.013245
2014-07-11,0.422845
2014-07-14,0.961666
2014-07-15,0.179563
2014-07-16,-0.148818
2014-07-17,-0.565228
2014-07-18,0.169092
2014-07-21,-0.222814
2014-07-22,1.022252
2014-07-23,0.144933
2014-07-24,1.278477
2014-07-25,1.023818
2014-07-28,2.413883
2014-07-29,0.240772
2014-07-30,-0.089272
2014-07-31,0.931537
2014-08-01,-0.738523
2014-08-04,1.740174
2014-08-05,-0.152293
2014-08-06,-0.111714
2014-08-07,-1.343703
2014-08-08,0.308827
2014-08-11,1.377536
2014-08-12,-0.137508
